feature_key,feature_layer,feature,metric,family,lane,bit,control_bit,scope,n_pairs,fail_to_pass_n,fail_to_pass_median_delta,fail_to_pass_median_delta_abs,fail_to_pass_abs_improved,fail_to_pass_abs_worsened,fail_to_pass_sign_flip,pass_to_fail_n,pass_to_fail_median_delta,pass_to_fail_median_delta_abs,pass_to_fail_abs_improved,pass_to_fail_abs_worsened,pass_to_fail_sign_flip,fail_to_fail_n,fail_to_fail_median_delta,fail_to_fail_median_delta_abs,fail_to_fail_abs_improved,fail_to_fail_abs_worsened,fail_to_fail_sign_flip,pass_to_pass_n,pass_to_pass_median_delta,pass_to_pass_median_delta_abs,pass_to_pass_abs_improved,pass_to_pass_abs_worsened,pass_to_pass_sign_flip,transition_delta_contrast,transition_abs_delta_contrast,contrast_score
sdf::cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq13__ctrl_none__dq13__value_ps,sdf,cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq13__ctrl_none__dq13__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,43,18,205.0,205.0,1,17,0,10,180.0,180.0,3,7,0,6,262.0,262.0,1,5,0,9,280.0,280.0,0,8,0,-25.0,-25.0,37.5
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_2__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,2,dqs_vs_dq_bit,43,18,10.0,10.0,9,9,0,10,-15.0,-15.0,5,5,0,6,-134.0,-134.0,4,2,0,9,-208.0,-208.0,5,4,0,-25.0,-25.0,37.5
skew::abs_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,skew,abs_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,abs_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,3,ld_vs_cntvaluein_dq_lane,43,18,57.25,57.25,6,12,0,10,81.5,81.5,4,6,0,6,93.0,93.0,2,4,0,9,114.5,114.5,2,7,0,24.25,24.25,36.375
skew::dq_bus_skew_range__idelay_cntvaluein_skew__lane0__no_bit__ctrl_none__dq_lane_bus_skew__value_ps,skew,dq_bus_skew_range__idelay_cntvaluein_skew__lane0__no_bit__ctrl_none__dq_lane_bus_skew__value_ps,dq_bus_skew_range,idelay_cntvaluein_skew,lane0,,,dq_lane_bus_skew,43,18,-28.5,-28.5,10,8,0,10,-52.5,-52.5,6,4,0,6,1.0,1.0,3,3,0,9,-216.0,-216.0,7,2,0,-24.0,-24.0,36.0
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_1__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,1,dqs_vs_dq_bit,43,18,107.5,107.5,8,10,0,10,130.0,130.0,2,8,0,6,147.0,147.0,2,4,0,9,111.0,111.0,4,5,0,22.5,22.5,33.75
sdf::direct_max__idelay_data_cntvaluein__lane1__dq11__ctrl_3__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane1__dq11__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq11,3,endpoint,43,18,179.0,179.0,5,13,0,10,157.0,157.0,3,7,0,6,223.5,223.5,2,4,0,9,321.0,321.0,1,8,0,-22.0,-22.0,33.0
sdf::direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_1__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq10,1,endpoint,43,18,-165.0,-165.0,11,7,0,10,-143.5,-143.5,6,4,0,6,-163.0,-163.0,4,2,0,9,-470.0,-470.0,7,2,0,21.5,21.5,32.25
sdf::direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_2__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq5,2,endpoint,43,18,-272.5,-272.5,12,6,0,10,-251.5,-251.5,7,3,0,6,-413.0,-413.0,5,1,0,9,-492.0,-492.0,8,1,0,21.0,21.0,31.5
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_4__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,4,dqs_vs_dq_bit,43,18,-8.0,-8.0,10,8,0,10,-28.5,-28.5,6,4,0,6,183.0,183.0,1,5,0,9,235.0,235.0,2,7,0,-20.5,-20.5,30.75
skew::abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_3__dqs_vs_dq_lane__value_ps,skew,abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_3__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,3,dqs_vs_dq_lane,43,18,-59.25,-59.25,9,9,0,10,-77.25,-77.25,7,3,0,6,12.75,12.75,3,3,0,9,-14.5,-14.5,5,4,0,-18.0,-18.0,27.0
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_4__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,4,dqs_vs_dq_bit,43,18,-57.5,-57.5,13,5,0,10,-40.0,-40.0,6,4,0,6,119.5,119.5,2,4,0,9,-63.0,-63.0,5,4,0,17.5,17.5,26.25
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_1__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,1,dqs_vs_dq_bit,43,18,-166.0,-166.0,11,7,0,10,-149.5,-149.5,7,3,0,6,13.0,13.0,2,4,0,9,116.0,116.0,4,5,0,16.5,16.5,24.75
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_3__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_3__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,3,dqs_vs_dq_bit,43,18,-37.0,-37.0,10,8,0,10,-20.5,-20.5,5,5,0,6,-17.0,-17.0,3,3,0,9,-105.0,-105.0,7,2,0,16.5,16.5,24.75
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_4__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,4,dqs_vs_dq_bit,43,18,117.0,-23.5,11,7,9,10,93.5,-22.5,7,3,5,6,352.5,172.5,2,4,3,9,155.0,234.0,2,7,4,-23.5,1.0,24.0
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_2__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,2,dqs_vs_dq_bit,43,18,20.5,20.5,9,9,0,10,5.5,5.5,5,5,0,6,63.5,63.5,3,3,0,9,365.0,365.0,2,7,0,-15.0,-15.0,22.5
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_3__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_3__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,3,dqs_vs_dq_bit,43,18,24.5,24.5,7,11,0,10,39.0,39.0,4,6,0,6,139.0,139.0,3,3,0,9,-10.0,-10.0,6,3,0,14.5,14.5,21.75
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_1__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,1,dqs_vs_dq_bit,43,18,-15.5,-15.5,9,9,0,10,-2.0,-2.0,5,5,0,6,38.0,38.0,2,4,0,9,231.0,231.0,3,6,0,13.5,13.5,20.25
skew::abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_0__dqs_vs_dq_lane__value_ps,skew,abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_0__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,0,dqs_vs_dq_lane,43,18,-62.25,-62.25,11,7,0,10,-50.5,-50.5,6,4,0,6,-10.25,-10.25,4,2,0,9,149.0,149.0,3,6,0,11.75,11.75,17.625
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_4__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,4,dqs_vs_dq_bit,43,18,48.5,48.5,8,10,0,10,37.5,37.5,4,6,0,6,197.0,197.0,2,4,0,9,78.0,78.0,4,5,0,-11.0,-11.0,16.5
sdf::direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_1__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq5,1,endpoint,43,18,-126.0,-126.0,11,7,0,10,-115.5,-115.5,7,3,0,6,-366.5,-366.5,5,1,0,9,-473.0,-473.0,7,2,0,10.5,10.5,15.75
sdf::direct_max__idelay_data_cntvaluein__lane0__dq7__ctrl_1__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq7__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq7,1,endpoint,43,18,-107.5,-107.5,11,7,0,10,-118.0,-118.0,5,5,0,6,-361.0,-361.0,4,2,0,9,-556.0,-556.0,7,2,0,-10.5,-10.5,15.75
sdf::direct_max__idelay_ld__lane1__dq10__ctrl_none__endpoint__value_ps,sdf,direct_max__idelay_ld__lane1__dq10__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq10,,endpoint,43,18,-170.5,-170.5,14,4,0,10,-161.0,-161.0,8,2,0,6,-240.5,-240.5,4,2,0,9,-112.0,-112.0,7,2,0,9.5,9.5,14.25
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_2__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,2,dqs_vs_dq_bit,43,18,136.0,136.0,8,10,0,10,145.0,145.0,3,7,0,6,15.0,15.0,2,4,0,9,51.0,51.0,2,7,0,9.0,9.0,13.5
json::json_manhattan_spread__cal_index_to_cntvaluein_data__all__no_bit__ctrl_none__pair__value_ps,json,json_manhattan_spread__cal_index_to_cntvaluein_data__all__no_bit__ctrl_none__pair__value_ps,json_manhattan_spread,cal_index_to_cntvaluein_data,all,,,pair,45,18,22.5,22.5,1,17,0,11,14.0,14.0,2,9,0,6,25.0,25.0,0,6,0,10,24.5,24.5,1,9,0,-8.5,-8.5,12.75
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_3__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_3__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,3,dqs_vs_dq_bit,43,18,25.0,25.0,8,10,0,10,16.5,16.5,5,5,0,6,54.5,54.5,2,4,0,9,-12.0,-12.0,5,4,0,-8.5,-8.5,12.75
skew::abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,skew,abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,4,dqs_vs_dq_lane,43,18,35.0,35.0,8,10,0,10,43.0,43.0,4,6,0,6,54.5,54.5,2,4,0,9,108.0,108.0,1,8,0,8.0,8.0,12.0
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_1__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,1,dqs_vs_dq_bit,43,18,12.5,12.5,9,9,0,10,20.0,20.0,5,5,0,6,71.0,71.0,2,4,0,9,-139.0,-139.0,5,4,0,7.5,7.5,11.25
json::json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_3__sites__value_ps,json,json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_3__sites__value_ps,json_site_y_median,cntvaluein_dqs_lut,all,,3,sites,45,18,-1.5,-1.5,9,9,0,11,5.0,5.0,5,6,0,6,1.75,1.75,3,3,0,10,-3.0,-3.0,6,4,0,6.5,6.5,9.75
sdf::cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq15__ctrl_none__dq15__value_ps,sdf,cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq15__ctrl_none__dq15__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,43,18,344.0,344.0,4,14,0,10,337.5,337.5,3,7,0,6,460.5,460.5,0,6,0,9,595.0,595.0,1,8,0,-6.5,-6.5,9.75
json::json_site_y_median__reset_release_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_median__reset_release_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_y_median,reset_release_lut,all,,,sites,45,18,-10.0,-10.0,12,6,0,11,-4.0,-4.0,7,3,0,6,-3.0,-3.0,4,2,0,10,3.5,3.5,4,6,0,6.0,6.0,9.0
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_0__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,0,dqs_vs_dq_bit,43,18,-107.5,-107.5,11,7,0,10,-113.5,-113.5,7,3,0,6,-105.5,-105.5,4,2,0,9,104.0,104.0,3,6,0,-6.0,-6.0,9.0
json::json_manhattan_spread__cntvaluein_data_to_dqs_lut__all__no_bit__ctrl_none__pair__value_ps,json,json_manhattan_spread__cntvaluein_data_to_dqs_lut__all__no_bit__ctrl_none__pair__value_ps,json_manhattan_spread,cntvaluein_data_to_dqs_lut,all,,,pair,45,18,14.5,14.5,3,15,0,11,9.0,9.0,1,9,0,6,27.0,27.0,0,6,0,10,24.0,24.0,0,9,0,-5.5,-5.5,8.25
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_4__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,4,dqs_vs_dq_bit,43,18,79.0,79.0,5,13,0,10,73.5,73.5,4,6,0,6,7.5,7.5,3,3,0,9,54.0,54.0,3,6,0,-5.5,-5.5,8.25
json::json_manhattan_max__cntvaluein_data_to_dqs_lut__all__no_bit__ctrl_none__pair__value_ps,json,json_manhattan_max__cntvaluein_data_to_dqs_lut__all__no_bit__ctrl_none__pair__value_ps,json_manhattan_max,cntvaluein_data_to_dqs_lut,all,,,pair,45,18,9.0,9.0,3,15,0,11,4.0,4.0,2,8,0,6,28.0,28.0,0,6,0,10,25.0,25.0,0,10,0,-5.0,-5.0,7.5
json::json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_y_median,cntvaluein_dqs_lut,all,,,sites,45,18,-3.5,-3.5,10,6,0,11,1.0,1.0,5,6,0,6,-13.5,-13.5,4,1,0,10,-6.5,-6.5,7,3,0,4.5,4.5,6.75
skew::abs_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,skew,abs_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,abs_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dq,43,18,-0.25,-0.25,9,9,0,10,4.25,4.25,4,6,0,6,54.25,54.25,2,4,0,9,-12.0,-12.0,5,4,0,4.5,4.5,6.75
skew::signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,skew,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dq,43,18,0.25,-0.25,9,9,1,10,-4.25,4.25,4,6,1,6,-54.25,54.25,2,4,1,9,12.0,-12.0,5,4,1,-4.5,4.5,6.75
json::json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_1__sites__value_ps,json,json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_1__sites__value_ps,json_site_y_spread,cntvaluein_dqs_lut,all,,1,sites,45,18,1.0,1.0,8,10,0,11,-3.0,-3.0,6,3,0,6,-1.5,-1.5,3,2,0,10,-1.5,-1.5,6,4,0,-4.0,-4.0,6.0
json::json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_2__sites__value_ps,json,json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_2__sites__value_ps,json_site_y_spread,cntvaluein_dqs_lut,all,,2,sites,45,18,1.0,1.0,7,9,0,11,-3.0,-3.0,7,3,0,6,-0.5,-0.5,3,1,0,10,2.0,2.0,2,8,0,-4.0,-4.0,6.0
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_4__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,4,dqs_vs_dq_bit,43,18,0.5,0.5,9,9,0,10,-3.5,-3.5,5,5,0,6,24.5,24.5,3,3,0,9,-69.0,-69.0,5,4,0,-4.0,-4.0,6.0
json::json_manhattan_max__cal_index_to_cntvaluein_data__all__no_bit__ctrl_none__pair__value_ps,json,json_manhattan_max__cal_index_to_cntvaluein_data__all__no_bit__ctrl_none__pair__value_ps,json_manhattan_max,cal_index_to_cntvaluein_data,all,,,pair,45,18,11.5,11.5,2,16,0,11,8.0,8.0,1,10,0,6,12.0,12.0,2,4,0,10,10.5,10.5,0,9,0,-3.5,-3.5,5.25
json::json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_1__sites__value_ps,json,json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_1__sites__value_ps,json_site_y_median,cntvaluein_dqs_lut,all,,1,sites,45,18,-5.5,-5.5,11,7,0,11,-2.0,-2.0,6,5,0,6,-9.75,-9.75,4,2,0,10,-4.5,-4.5,7,3,0,3.5,3.5,5.25
sdf::direct_max__idelay_ld__lane1__dq12__ctrl_none__endpoint__value_ps,sdf,direct_max__idelay_ld__lane1__dq12__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq12,,endpoint,43,18,-220.5,-220.5,13,5,0,10,-224.0,-224.0,9,1,0,6,-73.0,-73.0,5,1,0,9,-225.0,-225.0,6,3,0,-3.5,-3.5,5.25
json::json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_4__sites__value_ps,json,json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_4__sites__value_ps,json_site_y_median,cntvaluein_data_lut,all,,4,sites,45,18,-5.75,-5.75,11,7,0,11,-2.5,-2.5,6,5,0,6,-18.25,-18.25,5,1,0,10,-17.0,-17.0,9,1,0,3.25,3.25,4.875
json::json_site_y_spread__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_spread__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_y_spread,calibration_index_lut,all,,,sites,45,18,1.0,1.0,5,11,0,11,4.0,4.0,4,7,0,6,1.5,1.5,1,4,0,10,1.5,1.5,4,6,0,3.0,3.0,4.5
sdf::direct_max__idelay_ld__lane1__dq13__ctrl_none__endpoint__value_ps,sdf,direct_max__idelay_ld__lane1__dq13__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq13,,endpoint,43,18,-167.0,-167.0,16,2,0,10,-170.0,-170.0,6,4,0,6,-42.0,-42.0,5,1,0,9,-166.0,-166.0,7,2,0,-3.0,-3.0,4.5
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_1__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,1,dqs_vs_dq_bit,43,18,-15.5,-15.5,9,9,0,10,-18.5,-18.5,5,5,0,6,-16.5,-16.5,3,3,0,9,464.0,464.0,3,6,0,-3.0,-3.0,4.5
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_1__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,1,dqs_vs_dq_bit,43,18,80.5,12.5,9,9,9,10,80.0,20.0,5,5,5,6,100.5,71.0,2,4,4,9,742.0,-139.0,5,4,6,-0.5,7.5,4.25
json::json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_1__sites__value_ps,json,json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_1__sites__value_ps,json_site_y_median,cntvaluein_data_lut,all,,1,sites,45,18,-6.5,-6.5,11,7,0,11,-4.0,-4.0,7,4,0,6,-17.5,-17.5,5,1,0,10,-20.5,-20.5,9,1,0,2.5,2.5,3.75
json::json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_2__sites__value_ps,json,json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_2__sites__value_ps,json_site_y_median,cntvaluein_data_lut,all,,2,sites,45,18,-6.0,-6.0,10,7,0,11,-3.5,-3.5,7,4,0,6,-17.25,-17.25,4,2,0,10,-17.75,-17.75,9,1,0,2.5,2.5,3.75
json::json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_3__sites__value_ps,json,json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_3__sites__value_ps,json_site_y_median,cntvaluein_data_lut,all,,3,sites,45,18,0.0,0.0,9,9,0,11,2.5,2.5,3,8,0,6,-1.0,-1.0,3,3,0,10,-3.25,-3.25,9,1,0,2.5,2.5,3.75
json::json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_4__sites__value_ps,json,json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_4__sites__value_ps,json_site_y_spread,cntvaluein_dqs_lut,all,,4,sites,45,18,0.5,0.5,7,9,0,11,-2.0,-2.0,7,3,0,6,-2.5,-2.5,5,1,0,10,2.5,2.5,4,6,0,-2.5,-2.5,3.75
json::json_site_x_spread__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_x_spread__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_x_spread,calibration_index_lut,all,,,sites,45,18,0.0,0.0,4,2,0,11,-2.0,-2.0,6,2,0,6,0.0,0.0,1,2,0,10,0.0,0.0,3,2,0,-2.0,-2.0,3.0
json::json_site_x_spread__cntvaluein_data_lut__all__no_bit__ctrl_2__sites__value_ps,json,json_site_x_spread__cntvaluein_data_lut__all__no_bit__ctrl_2__sites__value_ps,json_site_x_spread,cntvaluein_data_lut,all,,2,sites,45,18,2.0,2.0,3,14,0,11,0.0,0.0,4,5,0,6,0.0,0.0,2,2,0,10,0.5,0.5,4,5,0,-2.0,-2.0,3.0
json::json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_0__sites__value_ps,json,json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_0__sites__value_ps,json_site_y_median,cntvaluein_data_lut,all,,0,sites,45,18,-7.0,-7.0,12,5,0,11,-5.0,-5.0,7,3,0,6,-16.0,-16.0,4,2,0,10,-20.5,-20.5,8,1,0,2.0,2.0,3.0
json::json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_2__sites__value_ps,json,json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_2__sites__value_ps,json_site_y_median,cntvaluein_dqs_lut,all,,2,sites,45,18,-4.0,-4.0,11,7,0,11,-2.0,-2.0,6,5,0,6,-7.5,-7.5,3,3,0,10,-6.0,-6.0,7,3,0,2.0,2.0,3.0
json::json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_1__sites__value_ps,json,json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_1__sites__value_ps,json_site_y_spread,cntvaluein_data_lut,all,,1,sites,45,18,0.0,0.0,7,8,0,11,2.0,2.0,1,6,0,6,-1.0,-1.0,4,2,0,10,0.5,0.5,1,5,0,2.0,2.0,3.0
json::json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_2__sites__value_ps,json,json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_2__sites__value_ps,json_site_y_spread,cntvaluein_data_lut,all,,2,sites,45,18,1.0,1.0,4,11,0,11,-1.0,-1.0,6,3,0,6,2.0,2.0,2,4,0,10,0.0,0.0,4,4,0,-2.0,-2.0,3.0
